company_id,type,rule_id,text,confidence_pct
BPCL,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,87.0
BPCL,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,86.0
BPCL,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.0
BPCL,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,84.0
BPCL,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,65.0
BRITANNIA,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92.0
BRITANNIA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.0
BRITANNIA,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,65.0
CANBK,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,88.0
CANBK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85.0
CANBK,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,87.0
CANBK,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,86.0
CANBK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
CANBK,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.0
CANBK,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,82.0
CHOLAFIN,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,88.0
CHOLAFIN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85.0
CHOLAFIN,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,87.0
CHOLAFIN,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,86.0
CHOLAFIN,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.0
CHOLAFIN,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,91.0
CHOLAFIN,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,82.0
CIPLA,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
CIPLA,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95.0
CIPLA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85.0
CIPLA,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,87.0
CIPLA,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
CIPLA,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,86.0
CIPLA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.0
CIPLA,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,84.0
CIPLA,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,82.0
COALINDIA,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92.0
COALINDIA,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
COALINDIA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85.0
COALINDIA,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,86.0
COALINDIA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.0
COALINDIA,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,82.0
DABUR,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
DABUR,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,65.0
DIVISLAB,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95.0
DIVISLAB,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85.0
DIVISLAB,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
DIVISLAB,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,84.0
DIVISLAB,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,82.0
DIVISLAB,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,83.0
DLF,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
DLF,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85.0
DLF,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
DLF,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,86.0
DLF,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82.0
DMART,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95.0
DMART,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,88.0
DMART,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,87.0
DMART,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
DMART,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,86.0
DMART,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.0
DMART,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,84.0
DMART,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,65.0
DRREDDY,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
DRREDDY,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85.0
DRREDDY,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,87.0
DRREDDY,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,86.0
DRREDDY,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
DRREDDY,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.0
DRREDDY,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,65.0
EICHERMOT,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
EICHERMOT,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95.0
EICHERMOT,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85.0
EICHERMOT,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
EICHERMOT,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
EICHERMOT,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.0
EICHERMOT,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,65.0
GAIL,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,70.0
GAIL,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,65.0
GODREJCP,con,CON_04,Company reported a net loss in the most recent financial year,96.0
GODREJCP,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,86.0
GODREJCP,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,70.0
GRASIM,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,87.0
GRASIM,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,86.0
GRASIM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.0
GRASIM,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,81.0
GRASIM,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,83.0
GRASIM,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,87.0
HAL,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92.0
HAL,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85.0
HAL,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,87.0
HAL,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,86.0
HAL,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.0
HAL,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,81.0
HAVELLS,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95.0
HAVELLS,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
HAVELLS,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,65.0
HCLTECH,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92.0
HCLTECH,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
HCLTECH,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
HCLTECH,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,82.0
HDFCBANK,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,88.0
HDFCBANK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85.0
HDFCBANK,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,87.0
HDFCBANK,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,86.0
HDFCBANK,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.0
HDFCBANK,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,65.0
HDFCLIFE,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,88.0
HDFCLIFE,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85.0
HDFCLIFE,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
HDFCLIFE,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,65.0
HEROMOTOCO,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
HEROMOTOCO,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95.0
HEROMOTOCO,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85.0
HEROMOTOCO,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
HEROMOTOCO,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
HEROMOTOCO,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,82.0
HEROMOTOCO,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82.0
HINDALCO,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85.0
HINDALCO,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.0
HINDALCO,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,84.0
HINDALCO,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,65.0
HINDUNILVR,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
HINDUNILVR,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95.0
HINDUNILVR,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85.0
HINDUNILVR,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
HINDUNILVR,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.0
HINDUNILVR,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,65.0
ICICIBANK,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,88.0
ICICIBANK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85.0
ICICIBANK,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,87.0
ICICIBANK,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,86.0
ICICIBANK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
ICICIBANK,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.0
ICICIBANK,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,82.0
ICICIGI,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
ICICIGI,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95.0
ICICIGI,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85.0
ICICIGI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
ICICIGI,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,82.0
ICICIPRULI,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,88.0
ICICIPRULI,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85.0
ICICIPRULI,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,65.0
INDIGO,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
INDIGO,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95.0
INDIGO,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,88.0
INDIGO,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85.0
INDIGO,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,87.0
INDIGO,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
INDIGO,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,86.0
INDIGO,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
INDIGO,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.0
INDIGO,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,82.0
INDUSINDBK,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,88.0
INDUSINDBK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85.0
INDUSINDBK,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,87.0
INDUSINDBK,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,86.0
INDUSINDBK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
INDUSINDBK,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.0
INDUSINDBK,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,82.0
INFY,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92.0
INFY,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
INFY,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,82.0
IOC,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,87.0
IOC,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,86.0
IOC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.0
IOC,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,84.0
IOC,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,65.0
IRCTC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92.0
IRCTC,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95.0
IRCTC,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,88.0
IRCTC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85.0
IRCTC,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,87.0
IRCTC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
IRCTC,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,86.0
IRCTC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.0
IRCTC,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,84.0
IRCTC,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,82.0
